ISBN,Type,Title,Author,Publisher,Genre,Format,Unit Price,Publication Date,Pages,Length,Narrator,Rating
978-0-545-41733-4,Book,Fund step join,Justin Duke,Transworld,Horror,Hardback,112.52,15/12/1964,272,,,2.15
978-0-9852804-5-1,AudioBook,Company seem hotel,Angie Neal,Penguin Books,History,Audio,28.81,22/12/2001,0,00:40,Adjoa Andoh,2.04
978-1-357-56071-3,Book,Offer which discussion itself good perform,Madison Moore,Puffin Books,Science Fiction,Hardback,69.43,31/12/1976,177,,,1.48
978-0-291-84642-6,Book,Often take example listen goal anything,Christine Byrd,Bloomsbury,History,Hardback,102.02,20/12/1957,204,,,2.65
978-1-85022-268-2,Book,Detail never marriage property,Michael Phelps,Hachette Livre,Thriller,Paperback,269.03,23/09/1946,200,,,0.74
978-1-291-43577-1,Magazine,Strong nor include garden west,Paul Sheppard,Transworld,Comedy,Hardback,28.44,04/12/1941,192,,,2.21
978-0-9538416-7-7,eBook,Law by quickly she carry focus,Travis Robbins,Bloomsbury,Memoir and Autobiography,Digital,15.21,25/06/1959,228,,,1.85
978-1-185-95076-2,eBook,Partner PM still get page doctor,Sara Garcia,Corner Stone,Children,Digital,29.38,29/05/1971,229,,,2.58
978-0-334-87637-3,Magazine,Air food reduce,Julie Keller,Hachette Livre,Fantasy,Paperback,35.93,18/01/1947,173,,,2.09
978-0-463-86982-6,Book,Say glass collection,Lucas Riley,Corner Stone,Action,Paperback,102.08,13/09/1988,35,,,1.54
978-1-05-650024-9,Book,Usually nature training sea either,Christina Jones,Severn House,Cooking,Paperback,13.47,08/03/1953,168,,,3.07
978-1-5114-9288-1,Book,Central join once easy use successful,Catherine Harrison,Penguin Books,Travel,Paperback,10.41,06/12/1949,120,,,0.93
978-1-7382913-6-6,Book,Successful three you water,Edgar Holt,Random House,Memoir and Autobiography,Paperback,16.56,11/08/1945,203,,,3.18
978-0-9992554-2-1,Book,Think weight war care big various,Timothy Deleon,Transworld,Gardening and Nature,Hardback,15.54,26/04/1941,251,,,2.35
978-1-4773-3951-0,Book,Those local buy table mean,Jeff Ellis,Puffin Books,Thriller,Hardback,11.03,23/03/1959,182,,,2.45
978-0-543-50896-6,Book,View imagine open believe,Mallory Romero,Transworld,Poetry,Paperback,43.78,27/03/2009,178,,,1.73
978-0-634-88884-7,Book,Pull officer culture,Christopher Curtis,Severn House,Period Drama,Hardback,24.35,03/06/1986,223,,,2.12
978-0-432-23960-5,eBook,Marriage major test,Victoria Molina,Random House,Science Fiction,Digital,22.96,01/09/2009,188,,,2.17
978-1-4992-4101-3,Book,Collection possible consider west despite evidence,Gregory Frazier,Pearson,LGBTQ+,Paperback,21.86,01/06/1977,132,,,3.15
978-0-932805-98-0,Book,Often bring region technology none tough,Debra Smith,Puffin Books,LGBTQ+,Hardback,17.78,23/10/2011,269,,,0.68
978-1-928910-02-2,Book,Plan total hope teach,Molly Hoffman,Puffin Books,Religion and Spirituality,Hardback,18.46,11/01/1982,119,,,2.24
978-0-87094-559-5,Magazine,Resource reason let husband,Austin Harris,Random House,Poetry,Paperback,23.36,03/10/1942,136,,,2.09
978-1-119-11662-2,Book,Different wish bad government difference plant,Anthony Stevens,Penguin Books,Adventure Fiction,Paperback,17.16,15/06/2000,255,,,3.26
978-0-608-11910-6,Book,Door meet right big,Morgan Waller,Hachette Livre,Young Adult,Paperback,44.36,08/04/1954,147,,,2.1
978-0-03-470263-7,Book,Cultural film way,Jessica Lawson,Faber & Faber,Travel,Hardback,24.26,02/07/1982,191,,,4.14
978-1-174-40427-6,Book,Trade style business whatever medical,Penny Williams,Harper Collins,Horror,Hardback,11.92,28/11/1957,275,,,3.4
978-1-66105-296-6,Book,Early throughout road if,Terri Jackson,Faber & Faber,Young Adult,Hardback,246.91,16/11/1969,164,,,1.86
978-1-5264-3717-4,Book,Mouth I matter cause become,Kimberly Jimenez,Cambridge University Press,Period Drama,Paperback,13.19,23/09/1942,147,,,2.46
978-0-532-83991-0,Book,Majority road right along,Jacob Taylor,Hachette Livre,Crime Fiction,Paperback,23.26,24/02/1958,203,,,3.14
978-1-68380-072-9,eBook,Take option organization,Edward Thomas,Puffin Books,Religion and Spirituality,Digital,23.37,22/10/1948,167,,,4.26
978-0-641-58695-8,Book,Understand school line human talk,Lisa Peck,Pearson,True Crime,Paperback,16.49,26/04/1997,189,,,2.66
978-1-08-404785-3,Book,Reduce these entire message,Sarah Jimenez,Bloomsbury,Cooking,Hardback,55.49,18/04/2010,247,,,2.93
978-0-555-44529-7,Magazine,Follow win range,Kimberly Smith,Puffin Books,Comics,Hardback,23.76,11/12/2007,255,,,2.43
978-1-55413-770-1,Book,Pressure director goal,Jerome Williams,Cambridge University Press,Religion and Spirituality,Hardback,45.77,22/12/1955,209,,,1.69
978-0-662-86811-8,eBook,Away public anything support nature,Nicole Small,Corner Stone,Thriller,Digital,157.76,22/02/1947,149,,,1.48
978-1-906074-21-0,Book,Power minute week figure,Melissa Gardner,Penguin Books,Cooking,Hardback,320.63,09/05/1989,225,,,2.8
978-1-187-58215-2,Book,Training scientist air involve,James Santiago,Penguin Books,True Crime,Paperback,20.94,20/12/1968,164,,,2.33
978-0-455-86876-9,Book,Late miss visit area baby,Karen James,Penguin Books,LGBTQ+,Paperback,19.41,31/08/1986,190,,,3.76
978-1-196-14053-4,Magazine,Adult perform dark traditional,Greg Burke,Cambridge University Press,Gardening and Nature,Paperback,19.54,11/11/1964,83,,,2.9
978-1-101-52830-3,Magazine,Help performance respond history seat,Debra Hudson,Joffe Books,Fantasy,Paperback,14.7,17/10/2003,265,,,3.38
978-0-927363-29-7,Book,Measure lawyer make economic approach,Sherry Smith,Transworld,Religion and Spirituality,Paperback,68.28,16/06/1993,156,,,2.0
978-1-194-98477-2,eBook,Financial second former arrive enter,James Tate,Bloomsbury,Young Adult,Digital,23.51,26/05/1995,231,,,3.5
978-0-674-85680-6,Book,Herself modern participant general,Jon Smith,Hachette Livre,Politics and Satire,Hardback,17.36,18/02/1945,246,,,1.75
978-1-04-372845-8,eBook,Public your left surface morning,John King,Faber & Faber,Thriller,Digital,94.83,14/09/2009,212,,,3.02
978-1-941201-88-6,Book,Light become too,Trevor Odonnell,Faber & Faber,LGBTQ+,Paperback,17.63,01/10/1955,180,,,2.3
978-1-80165-964-2,Magazine,Loss wall site mean name,Christopher Jenkins,Hachette Livre,Comedy,Paperback,45.36,07/10/1989,179,,,1.05
978-0-7143-7138-2,Book,To partner one source,Kimberly Castro,Transworld,Romance,Hardback,64.61,30/01/1959,232,,,1.8
978-1-216-72677-9,Book,Either pay computer,Stanley Lindsey,Joffe Books,Comics,Hardback,15.22,06/08/1991,152,,,1.9
978-0-234-26696-0,Book,Minute himself difficult,Travis Mclaughlin,Transworld,Reference Book,Hardback,28.21,11/05/1976,186,,,1.93
978-1-945523-13-7,AudioBook,Community million why issue factor,Sonya Gross,Puffin Books,Poetry,Audio,27.45,28/03/1946,0,05:57,Jim Dale,2.59
978-0-265-35627-2,Book,Upon environmental can something,Debbie Myers,Transworld,Religion and Spirituality,Paperback,18.79,25/12/1947,249,,,3.06
978-0-14-017970-5,Magazine,Financial according sell,Ashley Bryan,Harper Collins,Young Adult,Paperback,66.02,23/12/1979,228,,,2.57
978-1-59104-905-0,Book,Appear perform play exist either,Thomas Thompson,Random House,Politics and Satire,Hardback,22.8,15/07/1992,170,,,1.96
978-0-930349-09-7,Book,Star woman war,Anna Gibbs,Hachette Livre,Reference Book,Hardback,53.12,08/01/1983,233,,,2.45
978-1-243-11922-3,eBook,Class painting imagine scientist number,Brian Phillips,Transworld,Gardening and Nature,Digital,27.7,27/09/1941,231,,,2.68
978-0-910267-82-3,Book,Agent reality job commercial return suggest,Darrell Edwards,Corner Stone,Action,Paperback,27.17,14/08/1941,143,,,3.79
978-1-925011-59-3,Book,Research soldier forget,Jake Thompson,Bloomsbury,Comedy,Hardback,35.18,23/12/2005,181,,,2.98
978-0-568-81255-0,eBook,Important week three clear,Charlotte Gomez,Hachette Livre,Reference Book,Digital,75.79,10/08/1981,193,,,4.02
978-0-7982-6921-6,AudioBook,Better common level,Brittany Hicks,Severn House,Adventure Fiction,Audio,37.07,09/04/1990,0,04:49,Jim Dale,2.16
978-0-7374-6094-0,Book,Discussion watch blood know fear world,Bryan Tanner,Random House,Fantasy,Paperback,25.81,09/07/2006,214,,,3.02
978-1-5348-1030-3,eBook,Matter behind attack large glass old,Stephen White,Corner Stone,Religion and Spirituality,Digital,22.16,29/09/2014,187,,,2.48
978-1-74855-317-1,Magazine,Remain skin north yet agency,Kathy Brown,Faber & Faber,Classic Fiction,Hardback,11.76,02/05/1969,216,,,3.17
978-0-471-04728-5,Book,Himself station information,Christopher Brown,Joffe Books,Memoir and Autobiography,Paperback,26.79,16/09/1968,117,,,2.48
978-1-4706-5749-9,Book,Successful born enough again,Joseph Gonzalez,Puffin Books,Period Drama,Hardback,39.34,06/10/1997,278,,,1.4
978-1-353-82222-8,Book,Leg interview make,Blake Herrera,Joffe Books,Poetry,Paperback,18.15,01/12/2015,217,,,1.56
978-0-509-92026-9,Book,Risk become where,Logan Anderson,Hachette Livre,Comedy,Hardback,88.23,01/07/1987,231,,,2.32
978-1-09-757456-8,Book,Understand rise foreign near listen,Matthew Wilson,Harper Collins,Classic Fiction,Paperback,38.46,17/09/1943,348,,,2.76
978-1-100-20606-6,Book,Society truth western also deep building,Belinda Patterson,Corner Stone,Reference Book,Hardback,24.59,05/04/1982,186,,,1.95
978-0-226-36772-9,AudioBook,Under create protect entire land main,Nicole Holt,Puffin Books,Action,Audio,42.56,16/08/2003,0,12:23,Bahni Turpin,1.05
978-1-78157-092-0,Book,Price natural between this ok,Meredith Smith,Harper Collins,Gardening and Nature,Hardback,24.54,12/07/1965,198,,,2.54
978-0-522-35586-4,eBook,Dinner become body,Danielle Lopez,Severn House,Gardening and Nature,Digital,10.23,26/06/1955,218,,,3.56
978-0-17-463400-3,Book,Again itself after,Rebecca Haynes,Bloomsbury,Adventure Fiction,Paperback,14.15,16/02/1994,158,,,2.27
978-1-4036-8620-6,Book,Support thank project success final second,Anna Cannon,Random House,Children,Hardback,31.28,11/07/1997,293,,,2.49
978-1-103-94704-1,AudioBook,Truth east pull hotel defense clearly,Bianca Baker,Corner Stone,Gardening and Nature,Audio,28.43,31/01/1947,0,00:17,Kemmofer Ikeda,2.31
978-0-450-87565-6,eBook,System memory exactly data safe,Christina Schmidt,Corner Stone,Comedy,Digital,19.76,24/03/1997,167,,,1.2
978-1-82033-018-8,eBook,Popular great bad field traditional,Alicia Warner,Joffe Books,LGBTQ+,Digital,87.69,07/01/1968,225,,,1.39
978-0-14-723526-8,Book,Morning occur quickly reveal painting,Michelle Thornton,Pearson,Science Fiction,Hardback,84.78,16/02/1980,288,,,2.85
978-1-4527-0934-5,Book,Test five involve leg,Christopher Myers,Pearson,Comedy,Paperback,17.02,27/04/1946,206,,,0.83
978-1-4722-4336-2,Book,Admit dog majority never,Gregory Taylor,Transworld,Gardening and Nature,Paperback,152.29,06/01/2014,221,,,2.43
978-1-348-02027-1,Book,Food necessary develop wall,Amanda Herrera,Faber & Faber,Gardening and Nature,Hardback,22.69,05/07/2012,161,,,2.34
978-1-83779-353-2,Book,Apply property book red real specific,Jennifer Fitzgerald,Random House,Travel,Paperback,20.85,19/11/1965,99,,,1.75
978-0-622-59994-6,Book,President economy just behind board,Daniel Mathis,Faber & Faber,History,Hardback,21.0,20/11/1985,203,,,2.34
978-1-950067-72-5,Book,Sense measure management soldier prepare,Kyle Brown,Corner Stone,Politics and Satire,Paperback,21.46,24/10/1999,230,,,2.48
978-1-4219-2824-1,Book,Yeah production show political a participant,Marissa Lynn,Pearson,Gardening and Nature,Hardback,18.5,02/09/1995,267,,,2.41
978-0-511-73248-5,Book,Sea foot present certainly live,Emily Contreras,Harper Collins,Poetry,Paperback,18.22,11/12/1956,142,,,3.15
978-0-577-26675-7,Book,Increase democratic population paper card,John Cohen,Transworld,Cooking,Paperback,23.61,10/06/1966,234,,,3.51
978-0-08-712000-6,Book,Benefit free interview,Shelly Thompson,Hachette Livre,Cooking,Paperback,21.44,01/06/1947,241,,,2.1
978-0-311-04789-5,Book,National right or,Edward Wall,Penguin Books,LGBTQ+,Paperback,16.83,30/07/1993,172,,,2.84
978-0-541-39464-6,Book,Small fly seat growth strategy,Tyler Black,Puffin Books,Horror,Paperback,18.07,22/05/1991,146,,,3.3
978-1-82964-903-8,Book,Blue close international several everything,Kenneth Vega,Puffin Books,History,Paperback,11.22,24/12/1940,244,,,3.32
978-1-65663-481-8,eBook,Now movement quickly role,Angela Thompson,Random House,Period Drama,Digital,15.46,01/02/1986,173,,,1.41
978-1-62934-576-5,Book,So everything me security,Wendy Holmes,Joffe Books,Cooking,Hardback,23.0,29/11/2009,222,,,2.31
978-1-09-956301-0,eBook,Identify however interest pick,Joseph Carter,Hachette Livre,Action,Digital,36.34,22/08/1984,175,,,2.77
978-0-01-454743-2,Book,Like special current door,Seth Brooks,Hachette Livre,Fantasy,Hardback,16.98,21/09/1977,182,,,2.89
978-0-921467-35-9,Book,East plan your pick various Republican,William Brewer,Corner Stone,Travel,Hardback,84.93,05/04/1968,157,,,1.68
978-1-03-467778-9,eBook,Hundred president behind most fund air,Jonathan Stevens,Corner Stone,Thriller,Digital,21.92,12/07/1983,197,,,1.97
978-0-85048-843-2,Book,Reason discussion evening listen main both,Andrew Baxter,Harper Collins,Comedy,Hardback,20.65,05/06/2008,164,,,2.76
978-0-9725248-3-4,Book,Toward shoulder customer player role car,Gerald Carlson,Hachette Livre,Politics and Satire,Paperback,23.95,19/09/1962,243,,,3.23
978-1-75617-266-1,Book,General summer first simple,Frederick Rodgers,Transworld,Travel,Paperback,61.91,24/11/1957,145,,,1.04
978-0-285-28101-1,Book,People learn something realize challenge prove,Dawn Fuentes,Transworld,Reference Book,Paperback,13.32,15/02/1943,220,,,3.09
978-0-09-393181-8,Magazine,Body past reveal represent,Ann Gilmore,Penguin Books,Action,Hardback,21.97,15/07/1989,234,,,3.73
978-1-4028-8508-2,Magazine,Law summer seem measure war,Leah Woodward,Faber & Faber,LGBTQ+,Paperback,12.9,01/11/1944,193,,,1.78
978-1-325-46621-4,Book,Position can force,Derrick Short,Corner Stone,Science Fiction,Hardback,129.49,13/04/1945,274,,,3.01
978-0-650-35373-2,Book,To mind same,Carrie Torres,Joffe Books,Romance,Hardback,174.07,20/04/1978,172,,,2.93
978-0-09-475815-5,Book,Wife home figure mention,Lori Johnson,Penguin Books,History,Hardback,42.75,02/05/1974,284,,,2.37
978-0-01-798833-1,Book,Ago approach long mouth choose,Matthew Long,Random House,LGBTQ+,Hardback,22.36,16/12/1986,194,,,1.45
978-0-337-07898-9,Book,Actually effect customer event raise any,David Valdez,Corner Stone,Comics,Hardback,30.28,28/07/1997,179,,,2.06
978-0-7344-0568-5,Book,Management after consider,Andrew Kelley,Pearson,Memoir and Autobiography,Hardback,78.98,22/09/1972,185,,,3.69
978-1-01-403761-9,Book,Determine bad turn write,Margaret Bailey,Hachette Livre,Gardening and Nature,Hardback,14.99,25/05/1971,242,,,2.99
978-1-308-96645-8,eBook,Hair scientist pick fine crime teacher,James Bartlett,Severn House,True Crime,Digital,22.71,11/03/2004,147,,,1.52
978-1-238-97368-7,Magazine,Whole standard PM,Daniel Davis,Random House,History,Paperback,52.94,21/08/2012,290,,,2.19
978-1-958598-94-8,eBook,First church station other,Jacob Trujillo,Puffin Books,Reference Book,Digital,23.74,18/02/2013,118,,,1.54
978-0-287-00725-1,Book,Probably remember out building apply buy,Gregory Watkins,Penguin Books,Memoir and Autobiography,Paperback,21.96,11/01/2005,210,,,3.34
978-1-307-41024-2,Magazine,Through lawyer water message,Erica Miller,Random House,Comedy,Paperback,18.13,21/03/1972,223,,,3.28
978-1-08-937175-5,Book,Nice term or,Stacy Jensen,Pearson,Young Adult,Paperback,17.97,26/07/1987,141,,,4.01
978-1-355-84039-8,Book,Boy share life interest democratic particularly,Ellen Bell,Pearson,True Crime,Paperback,24.75,16/03/1978,161,,,2.24
978-0-9761912-4-7,Book,Return heart off section,Sherry Osborn,Random House,Horror,Hardback,23.34,06/07/1945,165,,,1.25
978-1-950574-38-4,Book,Early issue certainly hour whose,Paul Gomez,Penguin Books,Cooking,Hardback,13.36,24/02/1957,280,,,1.53
978-1-257-70025-7,eBook,Know instead or,Lori Smith,Severn House,Cooking,Digital,22.81,18/11/1958,195,,,2.7
978-0-916425-28-9,eBook,Hot as wait play report,Anthony Davis,Harper Collins,True Crime,Digital,47.65,14/01/1986,174,,,2.68
978-1-210-76237-7,Book,Market series economic third,Casey Montgomery,Faber & Faber,Religion and Spirituality,Hardback,32.93,13/10/1972,238,,,4.09
978-0-7122-2260-0,Book,Run surface music analysis ago physical,Michelle Hansen,Severn House,LGBTQ+,Hardback,46.3,18/09/1980,265,,,2.18
978-1-384-58027-2,Book,Throw thank rest decide,David Combs,Pearson,Fantasy,Paperback,27.73,10/12/1984,105,,,3.38
978-1-77796-572-3,Book,Or general former five your fire,Brian Kerr,Puffin Books,Crime Fiction,Hardback,20.21,09/10/1994,259,,,2.61
978-0-381-08958-0,Magazine,Wish leg indeed follow this,Janet Wright,Harper Collins,Travel,Paperback,50.62,04/04/2009,123,,,2.6
978-1-311-86748-3,Book,Activity local window rate structure,Stephanie Morris,Pearson,Fantasy,Hardback,10.05,11/03/1940,194,,,1.15
978-1-5085-2553-0,Book,Ability question summer,Benjamin Adams,Pearson,Memoir and Autobiography,Hardback,32.8,25/04/2014,199,,,2.07
978-1-69151-186-0,Book,Something rise audience,Christopher Vaughn,Puffin Books,Reference Book,Hardback,10.14,17/09/2000,230,,,2.36
978-1-84009-630-9,Book,Film wind glass a gas,Gabriel Gonzalez,Corner Stone,Thriller,Hardback,12.07,20/02/1953,223,,,3.53
978-0-345-70299-9,Book,Perform discuss board politics knowledge design realize,Amy Wright,Penguin Books,Adventure Fiction,Hardback,10.1,10/10/1982,150,,,3.5
978-1-5235-5388-4,Book,Light gas tough above tree,Melissa Cruz,Puffin Books,Comics,Paperback,40.71,12/06/1961,155,,,1.83
978-1-62702-236-1,Book,Face throw imagine hope authority music,David Patterson,Corner Stone,Memoir and Autobiography,Paperback,123.22,22/10/1952,289,,,3.16
978-1-940479-70-5,Magazine,Civil long against difference,Gabrielle Davis,Hachette Livre,Memoir and Autobiography,Paperback,28.07,22/03/1995,117,,,2.53
978-0-675-01399-4,AudioBook,Protect staff relate eat ago prevent,Steven Monroe,Corner Stone,Reference Book,Audio,13.71,08/08/1942,0,06:09,Dion Graham,2.38
978-1-09-605612-6,Book,Response note Mr,Kevin Conley,Harper Collins,Poetry,Paperback,12.26,04/03/1989,220,,,4.15
978-0-549-79495-0,eBook,Feeling hear heart again whether,Heather Duran,Severn House,Thriller,Digital,16.58,07/12/1979,267,,,2.7
978-0-529-81066-3,Book,Study owner feel impact,Heather Carlson,Penguin Books,Comics,Paperback,38.1,04/01/1967,191,,,2.44
978-1-74822-737-9,Book,Show determine affect camera scene,Matthew Rowe,Random House,Period Drama,Paperback,83.75,09/04/1970,286,,,2.96
978-0-439-62313-1,Book,Itself force also best painting,Alejandro Owens,Severn House,True Crime,Hardback,19.8,06/05/1987,68,,,2.24
978-0-354-94581-3,Book,Deal number strong student,Laura Richard,Cambridge University Press,Comedy,Paperback,60.93,31/01/2009,198,,,1.08
978-1-946484-46-8,Book,Vote site attorney loss which argue,Chad Harmon,Hachette Livre,Classic Fiction,Hardback,66.73,20/05/1963,290,,,2.98
